label,extracted_statement_ids,extracted_statement_texts
True,"[128000, 128011, 6028, 482, 220, 4643, 284, 482, 23, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>71 - 79 = -8

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 914, 482, 220, 1927, 284, 482, 806, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>25 - 36 = -11

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 1644, 489, 220, 1187, 284, 220, 3226, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>33 + 24 = 57

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 2148, 489, 220, 1591, 284, 220, 2946, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>31 + 28 = 59

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
False,"[128000, 128011, 23, 353, 220, 1682, 284, 220, 14261, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>8 * 29 = 228

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 5332, 611, 220, 18, 284, 220, 1187, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>72 / 3 = 24

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
False,"[128000, 128011, 22, 489, 220, 17, 284, 220, 23, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>7 + 2 = 8

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 5833, 611, 220, 5833, 284, 220, 16, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>84 / 84 = 1

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 6365, 353, 220, 4044, 284, 220, 21474, 16, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>93 * 87 = 8091

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
True,"[128000, 128011, 4103, 353, 220, 2813, 284, 220, 3443, 19, 271, 6919, 1555, 279, 5224, 3485, 1603, 36864, 13, 3314, 279, 13363, 499, 1205, 2001, 369, 1855, 3363, 7086, 11, 1405, 433, 3604, 374, 26, 369, 1855, 35884, 1207, 82593, 11, 1202, 5150, 907, 2001, 1243, 21650, 12849, 477, 1797, 1148, 279, 5224, 8349, 11, 323, 9616, 382, 5519, 539, 1005, 279, 4339, 3082, 11, 3641, 11, 4495, 11, 15465, 11, 13687, 11, 477, 50504, 1418, 33811, 13, 25820, 1124, 369, 701, 17102, 1193, 382, 3812, 701, 33811, 449, 7041, 832, 1584, 11, 3060, 512, 791, 5224, 374, 837, 627, 269, 198, 791, 5224, 374, 905, 627, 12487, 3350, 220, 128014, 13, 4740, 220, 128014, 11, 389, 1202, 1866, 1584, 11, 3350, 7041, 832, 315, 512, 16533, 25, 7566, 198, 269, 198, 16533, 25, 2360, 128012, 128013, 198]","<｜begin▁of▁sentence｜><｜User｜>52 * 77 = 4004

Work through the statement above before answering. State the facts you need — for each city named, where it actually is; for each arithmetic sub-expression, its actual value — then explicitly compute or count what the statement claims, and compare.

Do not use the words True, False, correct, incorrect, accurate, or inaccurate while reasoning. Reserve them for your conclusion only.

End your reasoning with exactly one line, either:
The statement is true.
or
The statement is false.
Then write </think>. After </think>, on its own line, write exactly one of:
Answer: Yes
or
Answer: No<｜Assistant｜><think>
"
